Function:  spiral_up
Start Pos: (0.1, -0.4, 0.3)
Time:      49.39664
(0.1, -0.4, 0.3)
(0.0, -0.4, 0.3)
(0.0, -0.4, 0.3)
(0.0, -0.4, 0.3)
(0.0, -0.3, 0.3)
(0.0, -0.3, 0.3)
(0.0, -0.3, 0.3)
(0.0, -0.3, 0.3)
(0.0, -0.3, 0.3)
(-0.1, -0.3, 0.3)
(-0.1, -0.3, 0.3)
(-0.1, -0.3, 0.3)
(-0.1, -0.3, 0.3)
(-0.1, -0.3, 0.2)
(-0.1, -0.3, 0.2)
(-0.1, -0.3, 0.2)
(-0.1, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.3, 0.2)
(-0.2, -0.2, 0.2)
(-0.2, -0.2, 0.1)
(-0.2, -0.2, 0.1)
(-0.2, -0.2, 0.1)
(-0.3, -0.2, 0.1)
(-0.3, -0.2, 0.1)
(-0.3, -0.2, 0.1)
(-0.3, -0.2, 0.1)
(-0.3, -0.2, 0.1)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, 0.0)
(-0.3, -0.2, -0.1)
(-0.3, -0.2, -0.1)
(-0.3, -0.2, -0.1)
(-0.3, -0.2, -0.1)
(-0.3, -0.1, -0.1)
(-0.3, -0.1, -0.1)
(-0.2, -0.1, -0.1)
(-0.2, -0.1, -0.1)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.2, -0.1, -0.2)
(-0.1, -0.1, -0.2)
